0: 83,1034,867,797
460: 717,964,1037,264,430,826
461: 794,841
462: 932
463: 925,1000
1067: 30,360,107
465: 105
466: 269,91,133,127
467: 848,1036,645,39
1079: 186,476
469: 421,965,971
470: 793,654,955,753,1025
471: 711,660,657,724,1019,320,44,184
472: 864,798,444
473: 562,912,623,1029,357
474: 966,403
475: 960,15,157,755,440
476: 959,23,1079,186,328
477: 779,565,982,944,87
478: 485,987,125
479: 1092,498,525,689
480: 1096,1007,13
481: 707,680,457,967,195
482: 1094,140
483: 50,165,124,259
484: 663
485: 478,125,230,514
486: 204,885
487: 173,893,84,888
488: 174,641,40,316,228
489: 697,287
490: 451,325,375,77
491: 376,11,517,952
1091: 576
493: 253,817,601,33
1087: 54,260,1090,1012
495: 960,382
1069: 1107,1102
497: 226,747
498: 1018,1078,479
499: 45,791
500: 1085,991,746
501: 83,1034,542
502: 193,992,388
503: 624,575,822
1112: 164,823,971
505: 795,616,643,762,688
506: 352,44,18,745,373,509
507: 961,346,559,92
508: 521,1060,1077
509: 262,1019,18,506,44
510: 788,139
511: 910,275,1044,562,623
512: 413
513: 978
514: 527,535,230,485
515: 774,353,193
516: 369,993,234
517: 1055,428,172,491
518: 788
519: 376
520: 666,530,1041
521: 508
522: 132,227,586,159
523: 103,723
524: 824,404,725,1078
525: 586,311,479,1092,689
526: 446,548,287,1005
527: 535,514,169,349
528: 161,1068
529: 
530: 520,666,1041,155,185
531: 371,205,379,713,699,1024
1115: 663,192,296
533: 969,807,415,419
534: 147,338,1082,1084,1014
535: 527,514,230,349
536: 900,1002,667
537: 930,801,921,431
538: 142,114,574,723
1047: 235,160,204,104,453
540: 699,1024,825,438
541: 
542: 501,868,873
1092: 311,479,404,695,525
544: 
545: 874,398,736,786
546: 165,86,613,700
547: 925,772,750
548: 446,526,572,867
549: 772,172,428
550: 668,308,412,581
551: 350,43,615,113
552: 28,974,1053
553: 228,684,1049,656,1039,628
554: 392,283
555: 757,1046,1059
556: 140,581
557: 
558: 599,151,1006,109,972
559: 346,578,507,92
560: 953,95,892,630
561: 411,750,577
562: 912,473,511,910,623
563: 163,1013,732,663
564: 876,739,153
565: 477,779,350,982
566: 324,698
567: 719
568: 748,434,595
569: 29,194
570: 838
571: 1055,1016,200
572: 37,391,865,446,548,12
573: 430,1017,111,839
574: 114,723,538
575: 822,155,503,666
576: 1091
577: 561,1055
578: 346,559,1011,187
579: 207,1072
580: 854,738,1038
581: 351,550,556
1036: 848,467,806
583: 646,596,2
584: 613,700
585: 315,57,222,81
586: 525,5,522,159
587: 413,600,374
588: 
589: 734,335,741
590: 24,82,184,1019
591: 85
592: 386,89
593: 100,183,231
594: 962,68,23,851,957,407
595: 45,568,434,436,41
596: 195,583
597: 302,814,443,620,721,181
598: 681,448
599: 558,1006,972,1044
600: 413,587,452,374
601: 493,817,1025
602: 737,771,603
603: 602,771
604: 914,965,421
605: 422,871,210,607,224,784
606: 1088,158,99
607: 224,422,605,823
608: 829,761,192,296
609: 794
610: 313,938
611: 409,279
612: 248,904
613: 584,700,546,616
614: 110,14,199
615: 43,177,551
616: 795,505,613,60
1055: 571,517,1016,172,577
618: 
619: 888,266,678,904
620: 443,597,181
621: 1080,252,683,1033,648,400,1020
622: 81,362,222
623: 1029,511,275,1044,562,473
624: 503
625: 1095,1003
1046: 555,1096,1059,333
627: 206,288,72,7
628: 728,553,254,1049,656,697
629: 290,653
630: 813,560,953,892
631: 981,778,280
632: 1007,227,246
633: 431,670,837
634: 759,861,38
635: 989,1114,1103
636: 268
637: 208
638: 853,669,121,673
639: 1109,303,337,158,1088
640: 199
641: 488,174,1040,355,969
642: 331,727,1056,901,135
643: 863,60,505,221,688
644: 674,1086,236,870
645: 806,467
646: 583
647: 850,664
648: 1004,449,621,683
649: 297,795,762,1083
650: 749
651: 665,950,1114,327,219
652: 805
653: 290,629
654: 793,470,902,242,817
1045: 798,933,710
656: 968,1039,553,628
657: 471,711,660,320,1001,88
658: 25,232,776,201,769
659: 165,86,453
660: 471,711,657
661: 279,71,409,726
662: 1108
663: 1115,732,563,484
664: 20,784,424,217,850,647
665: 651,1114,940
666: 520,530,155,575
667: 1002,417,536
668: 550,873,32
669: 853,1008,433,638
670: 921,633,837
671: 10,298,995,55,361
672: 826,1037,947,839
673: 121,74,638
674: 644,1086,236,978,937,924
675: 773,682,973,245
676: 229,236
677: 106,786,879,256,213
678: 712,893,888,619
1111: 975,3
680: 481,707,79,277,862
681: 598,448,812
682: 773,675,289,973
683: 621,1033,449,648
684: 220,316,553,228
685: 148,301
686: 1075,848
687: 324,250,358,454
688: 762,643,505,221,49
689: 240,479,525,5
690: 735,238,733,927
691: 216,952,331,727
692: 886,1003
693: 191,935,425
1104: 443,1110,714,981,814
695: 282,404,311,1092
696: 158,99,986
697: 489,254,628
698: 566,324
699: 1024,540,713,531
700: 613,584,86,546
701: 211,709
702: 380,89,1013
703: 203,726,135,71
704: 390
705: 140
706: 928
707: 481,680,79,967
708: 19,918,75,147
709: 70,701
710: 58,1045
711: 471,660,657,724,88,145,1023
712: 678,893,789
713: 211,825,531,699
714: 280,814,1104
715: 831,392,402,283
716: 775
717: 460,264,205,430,1017
718: 1063,267,322,241,353,742
719: 1053,567
720: 902,782,1024,445
721: 958,181,1010,908,302,597,945
722: 873,32,76
723: 574,142,538,103,523
724: 471,711,24,184,1009,145
725: 102,168,1078,524
726: 340,135,1056,703,661
727: 331,642,1026,691,731
728: 628,968,801
729: 410
730: 357,866
731: 247,727
732: 386,663,563
733: 162,61,690,90
734: 589,335
735: 690,1065,927
736: 106,545,821
737: 602,442
738: 179,994,580,447,1038
739: 1048,946,564,822
740: 52,1021
741: 335,1060,1077,589
742: 353,1063,718,1002
743: 944,206,72
744: 116,326
745: 1027,361,373,18,55,506
746: 500
747: 130,497
748: 568,333,359
749: 650,239
750: 411,561,547,925,772
751: 162
1097: 257,22
753: 366,1025,955,470,1022
754: 201,1035,25
755: 157,475,440,243
756: 844
757: 555,131,1096
758: 9,961,922,346
759: 57,634,38
760: 105,327
761: 829,608
762: 688,795,505,649
1088: 1073,606,639,158
764: 51,1020,1004,956,827
1095: 625,60
766: 1102
767: 36,926,215,1098
1108: 1105,662
769: 33,175,776,658
770: 903,1028
771: 602,603
772: 549,172,547,750
773: 675,682
774: 515,255,19,388,193
775: 716,1074
776: 175,263,201,769,658
777: 832,871,887
778: 794,280,631
779: 113,477,286,565,350
780: 984,917,119,384
781: 802,437,266,138
782: 720,242
783: 889,235
784: 20,664,424,210,605
785: 
786: 16,545,677,213
787: 
788: 510,518
789: 368,712
790: 1061,1048,946,168
791: 436,499,45,796
792: 938,329
793: 654,470,902,111,955
794: 461,841,778,609
795: 616,505,649,297,762
796: 791
797: 12,867,0
798: 933,1045,472
799: 118,913,321
800: 276,203,1026
801: 930,21,537,728
802: 781,437,84,266
803: 843,1073,909
1041: 520,530,209,185
805: 652,334
806: 645,6,855,1036
807: 968,1039,969,533,419
1062: 991,300,1113,824
809: 439,828
810: 314,883,1070
1106: 52,307
812: 448,681
813: 78,630,953,394
814: 302,597,714,443,1104
815: 423,214,312,835
816: 166,1008
817: 253,493,601,242,654
818: 301,1032,291
819: 31,292
820: 39,936,250,454
821: 138,736
822: 575,503,1048,739
823: 1112,164,607,422
824: 524,404,1062
825: 34,905,713,438,540
826: 672,460,1037,430,839
827: 285,1056,901,1004,956,134,51,764
828: 439,809,410,963
829: 761,296,608
1058: 208
831: 457,715,949,272
832: 884,777,850,79
1057: 218,127
1094: 482,291
835: 109,897,815,214,151
1113: 1062,991
837: 670,633,1034
838: 106,570
839: 111,947,430,573,826,672
1105: 891,1108
841: 794,461,1000
842: 123,936,414,996
843: 803,1052
844: 756
1109: 639,1052,1073
1056: 285,827,134,642,726,135
847: 393,1012,261,855
848: 467,1036,686
849: 864,10
850: 647,20,664,832
851: 959,23,594,853,407
1065: 735,238
853: 669,851,121,407,638
854: 580,347,1038
855: 6,847,806
856: 877,101,435
1054: 334,112
858: 394,85,276
859: 22,425,191
860: 935
861: 994,634
862: 1080,1033,680,277,146
863: 643,60,30
864: 472,849
865: 37,572,12
866: 874,730,398
867: 12,797,548,0
868: 966,542
869: 305,163,882
870: 236,644
871: 422,887,605,20,777
872: 890,378,1100
873: 32,722,542,668
874: 545,866,398
875: 104,426,370
876: 913,564,153
877: 856,374,128
878: 27
879: 256,1035,106,677
880: 226,977,377
881: 363,187,63
882: 163,869
883: 810
884: 832,79,277
885: 399,294,486
886: 692,907,1003
887: 422,871,164,777
888: 84,619,678,893,487
889: 359,783,93,235
890: 918,75,872,1100
891: 1105,997
892: 560,630
893: 712,678,173,368,487,888
894: 322,378,1100,241,255
1053: 28,552,719
1073: 1088,1109,1052,803
897: 109,1075,835
898: 281,1040,294,50
899: 127,139,133
900: 536
901: 827,983,956,331,642
902: 720,242,793,654
903: 770,366
904: 612,619
905: 34,825,313,211
1044: 972,275,599,511,623
907: 886
908: 302,929,945,721
909: 118,803
910: 511,1086,562,924
911: 
912: 562,473,357,248
913: 876,799,153,321
914: 604
1071: 999,1093,336
1040: 281,898,174,641,355
917: 258,780,384
918: 890,75,1084,708
1072: 1103,989,579
920: 
921: 431,670,537
922: 1011,306,758,346
923: 1066,365
924: 674,1086,910,978
925: 463,1000,547,411,750
926: 215,767
927: 339,690,735,90
928: 706
929: 945,908,200
930: 801,21,537,431
931: 224,232,225,210
932: 462,392
933: 798,1045,31
934: 960,440
935: 310,860,395,693
936: 820,39,842,414,249
937: 978,236,674,229
938: 792,329,610
939: 948,377,348
940: 665,1103
941: 416,420
942: 145,977,1009,348,377
1039: 968,807,656,553,969
944: 743,477,87
945: 929,908,958,721,1010,95
946: 1048,739,790
947: 111,955,839,672,450
948: 939,348,62
949: 831,272
950: 651,1114,998,219,387
951: 304
952: 691,216,491,11
953: 560,271,813,630
954: 374,128,452
955: 111,947,793,470,450,1022,753
956: 194,983,1004,764,901,827
957: 121,401,407,594,962,286
958: 721,1010,945,95
959: 476,23,851,328,129
960: 495,475,934
961: 507,758,346
962: 594,68,113,286,957
963: 65,828,410
964: 460,1037,977,1023
965: 164,971,604,421,469
966: 868,474
967: 402,481,707
968: 807,656,1039,728,419
969: 154,533,641,807,1039
970: 116,326,381
971: 1112,965,469
972: 275,1044,599,558
973: 289,330,245,675,682
974: 28,552
975: 1111,244,233
976: 
977: 145,942,964,377,880
978: 513,937,674,924
1042: 175,263,437
980: 264,1001,88,371,205
981: 631,280,1104
982: 1099,477,565,87
983: 194,956,29,11,216,901
984: 780,82,119
985: 303
986: 158,696,99,458,337
987: 125,170,478
988: 276,203
989: 635,1072
990: 2,351
991: 1062,300,1113,1085,500
992: 295,388,502
993: 369,516,451
994: 861,179,738
995: 1030,10,671,55
996: 269,414,46,842,123,91
997: 891
998: 219,950
999: 405,120,1093,1071
1000: 463,925,841,411
1001: 980,88,320,1,657
1002: 667,1063,742,536
1003: 625,886,692
1004: 648,194,956,1020,764,827
1005: 446,526,287,130,391
1006: 599,151,558,214
1007: 632,246,131,480,1096
1008: 166,816,669,284
1009: 348,24,184,724,145,942
1010: 958,721,181,945
1011: 922,346,578,187
1012: 393,847,260,261,1087,54
1013: 563,163,702,380,189
1014: 1089,338,534
1015: 
1016: 1055,571,200
1017: 430,573,445,205,379,1024,717
1018: 1101,498,102,1078,325,240
1019: 509,44,590,184,471
1020: 299,51,764,621,1004
1021: 740,52,364
1022: 450,955,753
1023: 145,711,264,88,964
1024: 699,540,531,379,1017,445,720
1025: 753,366,470,601
1026: 727,800,276,203
1027: 745,361,373,298,70
1028: 225,770,217,424
1029: 623,473
1030: 26,995
1031: 260,459,318
1032: 301,818,380,397
1033: 621,1080,683,862
1034: 83,0,501,837
1035: 879,256,382,754
1089: 1014
1090: 312,459,260,1087
